"date","location","location_type","location_code","location_code_type","lat","long","cases_new","deaths_new","recovered_new","deaths","cases","cumulative_death","cumulative_cases","cases_07","cases_14","deaths_07","deaths_14"
2020-10-26,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,1436,15,1493,15,1436,5818,400251,1435,1465,19,18
2020-10-27,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,1335,20,1523,20,1335,5838,401586,1428,1450,19,18
2020-10-28,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,1493,23,1610,23,1493,5861,403079,1421,1437,19,19
2020-10-29,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,1681,25,1548,25,1681,5886,404760,1419,1442,19,19
2020-10-30,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,1604,19,1422,19,1604,5905,406364,1421,1448,20,20
2020-10-31,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,1320,18,1442,18,1320,5923,407684,1453,1456,20,19
2020-11-01,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,1568,18,1795,18,1568,5941,409252,1491,1477,19,20
2020-11-02,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,1736,25,1961,25,1736,5966,410988,1533,1484,21,20
2020-11-03,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,1659,17,1886,17,1659,5983,412647,1580,1504,20,20
2020-11-04,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,1517,21,1910,21,1517,6004,414164,1583,1502,20,20
2020-11-05,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,1842,17,1891,17,1842,6021,416006,1606,1512,19,19
2020-11-06,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,1469,15,1439,15,1469,6036,417475,1587,1504,18,19
2020-11-07,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,1289,13,1541,13,1289,6049,418764,1582,1518,18,19
2020-11-08,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,1474,18,1577,18,1474,6067,420238,1569,1530,18,18
2020-11-09,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,1683,25,1623,25,1683,6092,421921,1561,1547,18,19
2020-11-10,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,1699,16,1648,16,1699,6108,423620,1567,1573,17,19
2020-11-11,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,1733,19,1715,19,1733,6127,425353,1598,1591,17,19
2020-11-12,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,1845,13,1737,13,1845,6140,427198,1598,1602,17,18
2020-11-13,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,1767,19,1519,19,1767,6159,428965,1641,1614,17,18
2020-11-14,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,1531,14,1462,14,1531,6173,430496,1676,1629,17,17
2020-11-15,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,1837,21,1693,21,1837,6194,432333,1727,1648,18,18
2020-11-16,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,2139,21,1604,21,2139,6215,434472,1793,1677,17,17
2020-11-17,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,2212,39,1749,39,2212,6254,436684,1866,1716,20,19
2020-11-18,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,2111,21,1893,21,2111,6275,438795,1920,1759,21,19
2020-11-19,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,2364,30,1934,30,2364,6305,441159,1994,1796,23,20
2020-11-20,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,2275,17,1709,17,2275,6322,443434,2067,1854,23,20
2020-11-21,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,1847,28,1921,28,1847,6350,445281,2112,1894,25,21
2020-11-22,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,2060,38,2076,38,2060,6388,447341,2144,1935,27,22
2020-11-23,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,2419,28,2183,28,2419,6416,449760,2184,1988,28,23
2020-11-24,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,2230,32,2266,32,2230,6448,451990,2186,2026,27,24
2020-11-25,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,2156,39,2302,39,2156,6487,454146,2193,2056,30,25
2020-11-26,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,2292,37,2274,37,2292,6524,456438,2182,2088,31,27
2020-11-27,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,2273,20,2223,20,2273,6544,458711,2182,2124,31,27
2020-11-28,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,1908,36,2209,36,1908,6580,460619,2191,2151,32,29
2020-11-29,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,1788,29,2287,29,1788,6609,462407,2152,2148,31,29
2020-11-30,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,2525,35,2539,35,2525,6644,464932,2167,2175,32,30
2020-12-01,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,2293,31,2513,31,2293,6675,467225,2176,2181,32,30
2020-12-02,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,2198,38,2562,38,2198,6713,469423,2182,2187,32,31
2020-12-03,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,2316,35,2593,35,2316,6748,471739,2185,2184,32,31
2020-12-04,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,2252,24,2572,24,2252,6772,473991,2182,2182,32,32
2020-12-05,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,1798,35,2457,35,1798,6807,475789,2167,2179,32,32
2020-12-06,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,1756,31,2552,31,1756,6838,477545,2162,2157,32,32
2020-12-07,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,2198,36,2663,36,2198,6874,479743,2115,2141,32,32
2020-12-08,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,2202,32,2571,32,2202,6906,481945,2102,2139,33,32
2020-12-09,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,2159,24,4772,24,2159,6930,484104,2097,2139,31,31
2020-12-10,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,1861,37,4486,37,1861,6967,485965,2032,2109,31,31
2020-12-11,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,1884,19,3866,19,1884,6986,487849,1979,2081,30,31
2020-12-12,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,1329,34,3185,34,1329,7020,489178,1912,2039,30,31
2020-12-13,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,1355,32,3393,32,1355,7052,490533,1855,2009,30,31
2020-12-14,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,1799,37,2949,37,1799,7089,492332,1798,1957,30,31
2020-12-15,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,1877,40,2884,40,1877,7129,494209,1752,1927,31,32
2020-12-16,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,1632,27,2622,27,1632,7156,495841,1676,1887,32,31
2020-12-17,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,1134,36,2239,36,1134,7192,496975,1572,1802,32,31
2020-12-18,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,1318,25,2024,25,1318,7217,498293,1492,1735,33,31
2020-12-19,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,1267,25,1987,25,1267,7242,499560,1483,1697,31,31
2020-12-20,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,1153,38,1926,38,1153,7280,500713,1454,1654,32,31
2020-12-21,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,1470,32,2167,32,1470,7312,502183,1407,1602,31,31
2020-12-22,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,1318,17,2235,17,1318,7329,503501,1327,1539,28,30
2020-12-23,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,1367,30,2416,30,1367,7359,504868,1289,1483,29,30
2020-12-24,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,1234,19,2345,19,1234,7378,506102,1303,1438,26,29
2020-12-25,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,1163,20,2113,20,1163,7398,507265,1281,1386,25,29
2020-12-26,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,834,30,1685,30,834,7428,508099,1219,1351,26,29
2020-12-27,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,1049,24,1473,24,1049,7452,509148,1205,1329,24,28
2020-12-28,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,932,27,1357,27,932,7479,510080,1128,1267,23,27
2020-12-29,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,1181,30,1245,30,1181,7509,511261,1108,1218,25,27
2020-12-30,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,1235,22,1507,22,1235,7531,512496,1089,1189,24,26
2020-12-31,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,1014,28,1389,28,1014,7559,513510,1058,1181,25,26
2021-01-01,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,990,17,1197,17,990,7576,514500,1033,1157,25,25
2021-01-02,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,684,23,964,23,684,7599,515184,1012,1116,24,25
2021-01-03,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,835,27,978,27,835,7626,516019,981,1093,24,24
2021-01-04,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,910,24,917,24,910,7650,516929,978,1053,24,24
2021-01-05,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,991,20,944,20,991,7670,517920,951,1029,23,24
2021-01-06,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,978,17,1021,17,978,7687,518898,914,1002,22,23
2021-01-07,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,1007,31,966,31,1007,7718,519905,913,985,22,24
2021-01-08,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,785,16,833,16,785,7734,520690,884,958,22,24
2021-01-09,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,692,22,785,22,692,7756,521382,885,948,22,23
2021-01-10,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,1071,25,737,25,1071,7781,522453,919,950,22,23
2021-01-11,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,849,22,917,22,849,7803,523302,910,944,21,23
2021-01-12,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,718,16,963,16,718,7819,524020,871,911,21,22
2021-01-13,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,890,14,841,14,890,7833,524910,858,886,20,21
2021-01-14,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,813,16,883,16,813,7849,525723,831,872,18,20
2021-01-15,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,762,13,718,13,762,7862,526485,827,856,18,20
2021-01-16,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,578,21,633,21,578,7883,527063,811,848,18,20
2021-01-17,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,569,23,681,23,569,7906,527632,739,829,17,20
2021-01-18,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,697,16,736,16,697,7922,528329,718,814,17,19
2021-01-19,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,702,20,682,20,702,7942,529031,715,793,17,19
2021-01-20,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,656,8,617,8,656,7950,529687,682,770,16,18
2021-01-21,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,584,16,602,16,584,7966,530271,649,740,16,17
2021-01-22,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,619,15,487,15,619,7981,530890,629,728,17,17
2021-01-23,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,436,22,338,22,436,8003,531326,609,710,17,17
2021-01-24,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,473,20,514,20,473,8023,531799,595,667,16,17
2021-01-25,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,602,18,566,18,602,8041,532401,581,649,17,17
2021-01-26,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,515,14,447,14,515,8055,532916,555,635,16,16
2021-01-27,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,528,17,509,17,528,8072,533444,536,609,17,17
2021-01-28,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,509,15,611,15,509,8087,533953,526,587,17,17
2021-01-29,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,454,7,414,7,454,8094,534407,502,565,16,16
2021-01-30,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,363,17,337,17,363,8111,534770,492,550,15,16
2021-01-31,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,369,16,447,16,369,8127,535139,477,536,14,15
2021-02-01,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,443,10,472,10,443,8137,535582,454,518,13,15
2021-02-02,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,525,12,512,12,525,8149,536107,455,505,13,14
2021-02-03,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,438,13,578,13,438,8162,536545,443,489,12,15
2021-02-04,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,485,13,611,13,485,8175,537030,439,482,12,14
2021-02-05,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,435,7,507,7,435,8182,537465,436,469,12,14
2021-02-06,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,305,8,417,8,305,8190,537770,428,460,11,13
2021-02-07,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,292,15,531,15,292,8205,538062,417,447,11,13
2021-02-08,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,316,16,559,16,316,8221,538378,399,426,12,12
2021-02-09,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,387,8,642,8,387,8229,538765,379,417,11,12
2021-02-10,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,388,10,717,10,388,8239,539153,372,407,11,11
2021-02-11,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,378,9,681,9,378,8248,539531,357,398,10,11
2021-02-12,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,444,5,422,5,444,8253,539975,358,397,10,11
2021-02-13,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,291,13,374,13,291,8266,540266,356,392,10,11
2021-02-14,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,326,8,462,8,326,8274,540592,361,389,9,10
2021-02-15,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,446,11,641,11,446,8285,541038,380,389,9,10
2021-02-16,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,396,13,751,13,396,8298,541434,381,380,9,10
2021-02-17,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,443,16,633,16,443,8314,541877,389,380,10,10
2021-02-18,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,391,15,678,15,391,8329,542268,391,374,11,11
2021-02-19,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,406,8,536,8,406,8337,542674,385,372,12,11
2021-02-20,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,350,5,424,5,350,8342,543024,394,375,10,10
2021-02-21,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,327,7,475,7,327,8349,543351,394,377,10,10
2021-02-22,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,366,7,692,7,366,8356,543717,382,381,10,9
2021-02-23,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,399,18,828,18,399,8374,544116,383,382,10,10
2021-02-24,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,428,5,911,5,428,8379,544544,381,385,9,10
2021-02-25,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,410,5,957,5,410,8384,544954,383,387,7,9
2021-02-26,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,470,11,743,11,470,8395,545424,392,389,8,10
2021-02-27,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,407,5,609,5,407,8400,545831,401,397,8,9
2021-02-28,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,385,8,817,8,385,8408,546216,409,401,8,9
2021-03-01,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,585,8,873,8,585,8416,546801,440,411,8,9
2021-03-02,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,515,7,594,7,515,8423,547316,457,420,7,8
2021-03-03,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,614,5,1236,5,614,8428,547930,483,432,7,8
2021-03-04,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,619,7,841,7,619,8435,548549,513,448,7,7
2021-03-05,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,635,6,676,6,635,8441,549184,537,465,6,7
2021-03-06,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,540,10,822,10,540,8451,549724,556,478,7,7
2021-03-07,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,606,11,1037,11,606,8462,550330,587,498,7,8
2021-03-08,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,845,14,1117,14,845,8476,551175,624,532,8,8
2021-03-09,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,912,13,1229,13,912,8489,552087,681,569,9,8
2021-03-10,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,1018,7,1264,7,1018,8496,553105,739,611,9,8
2021-03-11,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,1051,6,1307,6,1051,8502,554156,801,657,9,8
2021-03-12,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,1066,13,1252,13,1066,8515,555222,862,699,10,8
2021-03-13,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,1014,12,1138,12,1014,8527,556236,930,743,10,9
2021-03-14,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,1159,18,1385,18,1159,8545,557395,1009,798,11,9
2021-03-15,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,1773,26,1432,26,1773,8571,559168,1141,883,13,11
2021-03-16,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,1719,26,1352,26,1719,8597,560887,1257,969,15,12
2021-03-17,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,1865,11,1510,11,1865,8608,562752,1378,1058,16,12
2021-03-18,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,2187,16,1234,16,2187,8624,564939,1540,1170,17,13
2021-03-19,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,1899,18,1618,18,1899,8642,566838,1659,1261,18,14
2021-03-20,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,1868,26,1577,26,1868,8668,568706,1781,1355,20,15
2021-03-21,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,2172,22,1687,22,2172,8690,570878,1926,1467,20,16
2021-03-22,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,2809,30,1754,30,2809,8720,573687,2074,1608,21,17
2021-03-23,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,3554,18,1835,18,3554,8738,577241,2336,1796,20,17
2021-03-24,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,3567,25,1915,25,3567,8763,580808,2579,1978,22,19
2021-03-25,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,3587,34,1985,34,3587,8797,584395,2779,2159,24,21
2021-03-26,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,3737,33,2057,33,3737,8830,588132,3042,2350,26,22
2021-03-27,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,3674,39,1971,39,3674,8869,591806,3300,2540,28,24
2021-03-28,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,3908,35,2019,35,3908,8904,595714,3548,2737,30,25
2021-03-29,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,5181,45,2077,45,5181,8949,600895,3886,2980,32,27
2021-03-30,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,5042,45,2162,45,5042,8994,605937,4099,3217,36,28
2021-03-31,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,5358,52,2219,52,5358,9046,611295,4355,3467,40,31
2021-04-01,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,6469,59,2839,59,6469,9105,617764,4767,3773,44,34
2021-04-02,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,6830,50,2473,50,6830,9155,624594,5208,4125,46,36
2021-04-03,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,5683,58,2364,58,5683,9213,630277,5495,4397,49,38
2021-04-04,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,7087,53,2707,53,7087,9266,637364,5950,4749,51,41
2021-04-05,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,7075,52,2932,52,7075,9318,644439,6220,5053,52,42
2021-04-06,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,7213,66,2969,66,7213,9384,651652,6530,5315,55,46
2021-04-07,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,7626,63,3256,63,7626,9447,659278,6854,5605,57,48
2021-04-08,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,6854,74,3391,74,6854,9521,666132,6909,5838,59,51
2021-04-09,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,7462,63,3511,63,7462,9584,673594,7000,6104,61,53
2021-04-10,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,5343,77,3837,77,5343,9661,678937,6951,6223,64,56
2021-04-11,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,5819,78,4212,78,5819,9739,684756,6770,6360,67,59
2021-04-12,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,7201,83,4523,83,7201,9822,691957,6788,6504,72,62
2021-04-13,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,6028,69,4853,69,6028,9891,697985,6619,6574,72,64
2021-04-14,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,5185,96,5333,96,5185,9987,703170,6270,6562,77,67
2021-04-15,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,4192,94,5915,94,4192,10081,707362,5890,6399,80,69
2021-04-16,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,4417,101,5694,101,4417,10182,711779,5455,6227,85,73
2021-04-17,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,3473,101,5907,101,3473,10283,715252,5187,6069,88,76
2021-04-18,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,3698,102,6121,102,3698,10385,718950,4884,5827,92,79
2021-04-19,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,4271,112,6364,112,4271,10497,723221,4466,5627,96,84
2021-04-20,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,4559,91,6811,91,4559,10588,727780,4256,5437,99,86
2021-04-21,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,4280,95,7072,95,4280,10683,732060,4127,5198,99,88
2021-04-22,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,4014,98,7266,98,4014,10781,736074,4101,4995,100,90
2021-04-23,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,3629,88,5225,88,3629,10869,739703,3989,4722,98,91
2021-04-24,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,2697,83,5477,83,2697,10952,742400,3878,4533,95,92
2021-04-25,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,2922,101,4301,101,2922,11053,745322,3767,4326,95,93
2021-04-26,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,3306,97,4241,97,3306,11150,748628,3629,4047,93,94
2021-04-27,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,3031,78,5234,78,3031,11228,751659,3411,3833,91,95
2021-04-28,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,2955,77,5392,77,2955,11305,754614,3222,3674,88,94
2021-04-29,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,2341,88,4782,88,2341,11393,756955,2983,3542,87,93
2021-04-30,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,2177,57,4325,57,2177,11450,759132,2775,3382,83,90
2021-05-01,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,1452,60,3245,60,1452,11510,760584,2597,3238,79,87
2021-05-02,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,1359,69,2657,69,1359,11579,761943,2374,3070,75,85
2021-05-03,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,1739,65,3834,65,1739,11644,763682,2150,2890,70,81
2021-05-04,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,1914,61,3870,61,1914,11705,765596,1991,2701,68,79
2021-05-05,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,1742,50,3433,50,1742,11755,767338,1817,2519,64,76
2021-05-06,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,1822,41,3698,41,1822,11796,769160,1743,2363,57,72
2021-05-07,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,1682,37,2178,37,1682,11833,770842,1672,2224,54,68
2021-05-08,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,1285,45,2492,45,1285,11878,772127,1649,2123,52,66
2021-05-09,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,1386,56,3329,56,1386,11934,773513,1652,2013,50,62
2021-05-10,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,1514,38,2115,38,1514,11972,775027,1620,1885,46,58
2021-05-11,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,1230,33,3044,33,1230,12005,776257,1523,1757,42,55
2021-05-12,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,1140,40,2928,40,1140,12045,777397,1437,1627,41,52
2021-05-13,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,1290,31,1370,31,1290,12076,778687,1361,1552,40,48
2021-05-14,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,848,26,852,26,848,12102,779535,1241,1457,38,46
2021-05-15,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,261,22,964,22,261,12124,779796,1095,1372,35,43
2021-05-16,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,363,25,601,25,363,12149,780159,949,1301,30,40
2021-05-17,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,698,32,1058,32,698,12181,780857,832,1226,29,38
2021-05-18,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,1272,30,1115,30,1272,12211,782129,838,1180,29,36
2021-05-19,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,1608,37,1923,37,1608,12248,783737,905,1171,29,35
2021-05-20,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,1457,36,1378,36,1457,12284,785194,929,1145,29,34
2021-05-21,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,1504,26,1529,26,1504,12310,786698,1023,1132,29,34
2021-05-22,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,1028,38,759,38,1028,12348,787726,1132,1114,32,33
2021-05-23,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,1354,28,899,28,1354,12376,789080,1274,1111,32,31
2021-05-24,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,1441,25,834,25,1441,12401,790521,1380,1106,31,30
2021-05-25,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,1675,40,1279,40,1675,12441,792196,1438,1138,32,31
2021-05-26,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,1497,17,1056,17,1497,12458,793693,1422,1164,30,29
2021-05-27,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,1292,22,1291,22,1292,12480,794985,1398,1164,28,28
2021-05-28,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,1358,31,1064,31,1358,12511,796343,1377,1200,28,29
2021-05-29,"Bangladesh","country","BD","iso_3166_2",23.685,90.3563,1043,38,1187,38,1043,12549,797386,1380,1256,28,30
